status,case_id,M,K,N,preload_ps,cfg_ps,run_ps,readback_ps,useful_macs,latency_cycles,sys_busy_cycles,dma_busy_cycles,dma_busy_ratio,physical_pe_count,pe_utilization,memory_stall_cycles,memory_stall_ratio,aw_wait_cycles,w_wait_cycles,b_wait_cycles,ar_wait_cycles,r_wait_cycles,fetch_cycles,compute_cycles,writeback_cycles,move_cycles,axi_active_cycles,axi_active_ratio,throughput_mac_per_cycle,ar_requests,aw_requests,read_beats,write_beats,b_responses,a_reads,b_reads,c_reads,c_writes,read_bytes,write_bytes,mismatch_count,max_abs_error,sum_abs_error,mean_abs_error
PASS,0,16,16,10,12693600.0 ps,574050.0 ps,47897700.0 ps,31798500.0 ps,2560,7421,7420,6193,0.834524,64,0.005390,5025,0.677132,0,0,327,0,4698,5958,136,1295,7253,832,0,0.344967,176.000000,160,176,160,160,128,48,0,160,704,640,0,0,0,0.000000
