status,case_id,M,K,N,preload_ps,cfg_ps,run_ps,readback_ps,useful_macs,latency_cycles,sys_busy_cycles,dma_busy_cycles,dma_busy_ratio,physical_pe_count,pe_utilization,memory_stall_cycles,memory_stall_ratio,aw_wait_cycles,w_wait_cycles,b_wait_cycles,ar_wait_cycles,r_wait_cycles,fetch_cycles,compute_cycles,writeback_cycles,move_cycles,axi_active_cycles,axi_active_ratio,throughput_mac_per_cycle,ar_requests,aw_requests,read_beats,write_beats,b_responses,a_reads,b_reads,c_reads,c_writes,read_bytes,write_bytes,mismatch_count,max_abs_error,sum_abs_error,mean_abs_error
PASS,0,32,128,2,56160150.0 ps,574050.0 ps,284470800.0 ps,12622650.0 ps,8192,44099,44098,34579,0.784122,16,0.011610,30867,0.699948,0,0,131,0,30736,40240,2304,531,40771,2496,0,0.185764,1152.000000,64,1152,64,64,1024,128,0,64,4608,256,0,0,0,0.000000
