status,case_id,M,K,N,preload_ps,cfg_ps,run_ps,readback_ps,useful_macs,latency_cycles,sys_busy_cycles,dma_busy_cycles,dma_busy_ratio,physical_pe_count,pe_utilization,memory_stall_cycles,memory_stall_ratio,aw_wait_cycles,w_wait_cycles,b_wait_cycles,ar_wait_cycles,r_wait_cycles,fetch_cycles,compute_cycles,writeback_cycles,move_cycles,axi_active_cycles,axi_active_ratio,throughput_mac_per_cycle,ar_requests,aw_requests,read_beats,write_beats,b_responses,a_reads,b_reads,c_reads,c_writes,read_bytes,write_bytes,mismatch_count,max_abs_error,sum_abs_error,mean_abs_error
PASS,0,16,16,10,12693600.0 ps,574050.0 ps,66680100.0 ps,31643700.0 ps,2560,10333,10332,8105,0.784380,16,0.015484,6745,0.652763,0,0,322,0,6423,8403,432,1306,9709,960,0,0.247750,240.000000,160,240,160,160,192,48,0,160,960,640,0,0,0,0.000000
